id,name,code,binning project,project group,taxonomy,description,bin length,GC%,coverage,# contigs,# features,longest contig,RP Inventory (total: 55),RP multiple,BSCG Inventory (total: 51),BSCG multiple,ASCG Inventory (total: 38),ASCG multiple,curation status,completion status
461649,S1-18-all-fractions_metab_89,wsip-metawrap-drep-bins_Actinobacteria_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3886582,70.49,0.74,500,4222,85011,25,0,27,4,12,2,Uncurated genome,partial
461650,S1-18-all-fractions_metab_99,wsip-metawrap-drep-bins_Bacteria_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,10143409,69,1.53,2770,10878,27829,46,10,47,10,9,3,Uncurated genome,near complete
461651,S2-16-all-fractions_conc_23,wsip-metawrap-drep-bins_Arthrobacter_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Arthrobacter, Micrococcales, Actinobacteria, Actinobacteria, Bacteria",,3368242,62.56,0.59,791,3670,22372,45,3,46,5,12,1,Uncurated genome,near complete
461652,S2-16-all-fractions_metab_conc_25,wsip-metawrap-drep-bins_Actinobacteria_71_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3428809,70.95,1.03,215,3565,71855,20,0,22,0,11,0,Uncurated genome,partial
461653,S2-16-all-fractions_metab_30,wsip-metawrap-drep-bins_Actinoplanes_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinoplanes, Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",,6362341,72.36,2.32,1245,7086,30797,30,3,33,8,14,6,Uncurated genome,partial
461654,S2-16-all-fractions_metab_conc_34,wsip-metawrap-drep-bins_Geodermatophilus_obscurus_74_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Geodermatophilus obscurus, Geodermatophilus, Geodermatophilales, Actinobacteria, Actinobacteria, Bacteria",,4433346,74.12,5.15,567,4657,39695,41,4,44,3,10,0,Uncurated genome,near complete
461655,S2-16-all-fractions_metab_38,wsip-metawrap-drep-bins_Actinobacteria_71_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4072723,71.45,1.02,762,4673,39404,26,3,27,6,13,2,Uncurated genome,partial
461656,S2-16-all-fractions_metab_conc_50,wsip-metawrap-drep-bins_Acidobacteria_67_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,4475179,67.19,3.24,449,4069,69801,52,1,50,2,9,0,Uncurated genome,near complete
461657,S2-16-all-fractions_metab_conc_60,wsip-metawrap-drep-bins_Actinobacteria_67_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3876913,67.47,1.77,248,3863,89662,40,0,39,2,14,1,Uncurated genome,partial
461658,S2-16-all-fractions_metab_conc_61,wsip-metawrap-drep-bins_Bacteria_66_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6440242,65.61,1.22,547,6499,106387,48,25,49,25,11,4,Uncurated genome,megabin
461659,S2-16-all-fractions_metab_63,wsip-metawrap-drep-bins_Bacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,10257824,69.13,0.94,2680,10989,26164,26,4,25,5,7,3,Uncurated genome,partial
461660,S2-16-all-fractions_conc_65,wsip-metawrap-drep-bins_Nocardioides_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nocardioides, Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,4476926,71.31,2.08,685,4844,29869,52,3,50,11,14,2,Uncurated genome,megabin
461661,S2-16-all-fractions_metab_conc_66,wsip-metawrap-drep-bins_Conexibacter_woesei_73_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2746340,72.68,1.82,140,2833,89351,28,0,29,3,10,0,Uncurated genome,partial
461662,S2-16-all-fractions_metab_conc_7,wsip-metawrap-drep-bins_Acidobacteria_67_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,5354984,66.75,1.7,247,4551,124600,41,5,43,4,11,0,Uncurated genome,near complete
461663,S2-16-all-fractions_metab_conc_8,wsip-metawrap-drep-bins_Acidobacteria_65_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,5523530,64.56,1.96,278,4875,101249,48,1,45,2,11,0,Uncurated genome,near complete
461664,S2-16-all-fractions_metab_80,wsip-metawrap-drep-bins_Pseudonocardiales_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",,4676581,71.97,1.93,997,5251,28928,19,1,21,2,11,2,Uncurated genome,partial
461665,S2-16-all-fractions_conc_83,wsip-metawrap-drep-bins_Sphingomonadales_67_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,3363689,66.62,0.79,652,3794,38977,36,5,39,7,9,1,Uncurated genome,partial
461666,S2-16-all-fractions_metab_conc_92,wsip-metawrap-drep-bins_Microvirga_67_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Microvirga, Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",,3132837,66.94,1.72,221,3072,50020,29,1,28,2,8,0,Uncurated genome,partial
461667,S2-18-all-fractions_metab_11,wsip-metawrap-drep-bins_Bacteria_60_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,5114832,60.12,1.6,1093,5620,38372,25,4,25,2,10,2,Uncurated genome,partial
461668,S2-18-all-fractions_metab_conc_13,wsip-metawrap-drep-bins_Bacteria_55_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6690428,55.31,2.35,1020,6119,30346,25,4,28,7,12,1,Uncurated genome,partial
461669,S2-18-all-fractions_metab_maxb_15,wsip-metawrap-drep-bins_Actinobacteria_74_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3181321,73.87,1.33,603,3765,27113,36,8,34,5,11,2,Uncurated genome,partial
461670,S2-18-all-fractions_metab_conc_23,wsip-metawrap-drep-bins_Proteobacteria_65_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Proteobacteria, Bacteria",,4745363,65.06,1.5,263,4567,86787,33,1,36,0,11,0,Uncurated genome,partial
461671,S2-18-all-fractions_metab_25,wsip-metawrap-drep-bins_Geodermatophilus_obscurus_74_9,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Geodermatophilus obscurus, Geodermatophilus, Geodermatophilales, Actinobacteria, Actinobacteria, Bacteria",,5770985,74.34,8.78,891,6211,57944,48,8,50,14,12,1,Uncurated genome,megabin
461672,S2-18-all-fractions_metab_27,wsip-metawrap-drep-bins_Solirubrobacterales_70_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2264300,69.63,6.58,9,2255,607812,48,0,51,1,13,0,Uncurated genome,near complete
461673,S2-18-all-fractions_metab_3,wsip-metawrap-drep-bins_Actinoplanes_72_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinoplanes, Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",,7110422,72.32,4.58,1306,7764,38925,27,2,29,6,13,8,Uncurated genome,partial
461674,S2-18-all-fractions_maxb_32,wsip-metawrap-drep-bins_Bacteria_67_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6142694,66.55,0.92,957,6108,34174,15,0,18,3,10,2,Uncurated genome,partial
461675,S2-18-all-fractions_metab_42,wsip-metawrap-drep-bins_Microvirga_67_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Microvirga, Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",,3451318,67.28,2.75,443,3510,57555,39,13,40,13,10,0,Uncurated genome,partial
461676,S2-18-all-fractions_metab_conc_43,wsip-metawrap-drep-bins_Gemmatimonadetes_73_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,3884984,72.91,3.72,313,3622,58615,47,0,48,1,11,0,Uncurated genome,near complete
461677,S2-18-all-fractions_metab_conc_44,wsip-metawrap-drep-bins_Sphingomonadales_63_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,2332891,63.21,1.65,119,2477,79913,25,3,27,4,10,0,Uncurated genome,partial
461678,S2-18-all-fractions_metab_6,wsip-metawrap-drep-bins_Actinobacteria_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3596077,68.58,2.14,570,4060,91919,47,15,48,16,15,4,Uncurated genome,megabin
461679,S2-18-all-fractions_metab_65,wsip-metawrap-drep-bins_Proteobacteria_64_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Proteobacteria, Bacteria",,3658151,63.91,0.84,1131,4200,20808,22,4,28,7,8,4,Uncurated genome,partial
461680,S2-18-all-fractions_metab_conc_68,wsip-metawrap-drep-bins_Nocardioides_71_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nocardioides, Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,4330523,71.39,1.43,556,4594,36916,32,2,33,4,13,3,Uncurated genome,partial
461681,S3-16-all-fractions_metab_12,wsip-metawrap-drep-bins_Actinoplanes_72_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinoplanes, Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",,6401121,72.41,3.84,1138,7037,44619,32,3,32,6,13,5,Uncurated genome,partial
461682,S3-16-all-fractions_metab_maxb_14,wsip-metawrap-drep-bins_Bacteria_67_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,5972272,66.85,1.29,1123,6049,30031,25,1,30,5,9,1,Uncurated genome,partial
461683,S3-16-all-fractions_metab_conc_21,wsip-metawrap-drep-bins_Rhizobiales_66_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",,6117795,65.63,4.54,549,6444,55116,37,4,37,6,12,2,Uncurated genome,partial
461684,S3-16-all-fractions_metab_25,wsip-metawrap-drep-bins_Actinobacteria_70_8,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2955615,70.32,7.78,292,3325,56302,38,2,37,3,10,1,Uncurated genome,partial
461685,S3-16-all-fractions_metab_28,wsip-metawrap-drep-bins_Pseudonocardiales_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",,5626721,71.96,1.87,774,5951,37943,30,8,33,8,15,6,Uncurated genome,partial
461686,S3-16-all-fractions_conc_3,wsip-metawrap-drep-bins_Conexibacter_woesei_72_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,3208688,72.49,4.63,251,3289,58028,48,0,49,4,11,0,Uncurated genome,near complete
461687,S3-16-all-fractions_metab_conc_30,wsip-metawrap-drep-bins_Gemmatimonadetes_73_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,3857921,72.79,3.64,310,3568,45822,22,0,27,0,11,0,Uncurated genome,partial
461688,S3-16-all-fractions_maxb_36,wsip-metawrap-drep-bins_Nitrososphaera_34_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nitrososphaera, Nitrososphaerales, Nitrososphaeria, Thaumarchaeota, Archaea",,2856003,34.18,1.22,860,3644,40506,24,3,13,2,34,6,Uncurated genome,near complete
461689,S3-16-all-fractions_metab_conc_43,wsip-metawrap-drep-bins_Bacteria_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3234884,63.4,1.44,355,3326,43053,42,1,42,2,13,3,Uncurated genome,near complete
461690,S3-16-all-fractions_conc_45,wsip-metawrap-drep-bins_Arthrobacter_62_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Arthrobacter, Micrococcales, Actinobacteria, Actinobacteria, Bacteria",,3934633,62.37,1.2,746,4233,25255,46,3,46,4,11,2,Uncurated genome,near complete
461691,S3-16-all-fractions_metab_conc_49,wsip-metawrap-drep-bins_Geodermatophilus_obscurus_74_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Geodermatophilus obscurus, Geodermatophilus, Geodermatophilales, Actinobacteria, Actinobacteria, Bacteria",,4713523,74.17,7.49,569,4910,29895,22,0,22,3,9,2,Uncurated genome,partial
461692,S3-16-all-fractions_metab_maxbC_5,wsip-metawrap-drep-bins_Nitrososphaera_29_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nitrososphaera, Nitrososphaerales, Nitrososphaeria, Thaumarchaeota, Archaea",,2261236,29.23,1.89,131,2481,99625,30,1,19,1,38,0,Uncurated genome,near complete
461693,S3-16-all-fractions_metab_50,wsip-metawrap-drep-bins_Actinobacteria_68_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,1979026,68.05,3.32,304,2424,48521,21,3,22,1,10,0,Uncurated genome,partial
461694,S3-16-all-fractions_conc_54,wsip-metawrap-drep-bins_Actinobacteria_64_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3286396,63.87,2.26,717,3816,20447,39,2,43,6,14,1,Uncurated genome,near complete
461695,S3-16-all-fractions_metab_conc_55,wsip-metawrap-drep-bins_Micrococcales_71_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Micrococcales, Actinobacteria, Actinobacteria, Bacteria",,3407233,71.37,3.96,216,3425,51387,27,0,27,0,9,0,Uncurated genome,partial
461696,S3-16-all-fractions_metab_conc_57,wsip-metawrap-drep-bins_Candidatus_Nitrososphaera_gargensis_43_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Candidatus Nitrososphaera gargensis, Nitrososphaera, Nitrososphaerales, Nitrososphaeria, Thaumarchaeota, Archaea",,2468357,42.79,3.22,128,2912,105004,29,1,17,2,37,0,Uncurated genome,near complete
461697,S3-16-all-fractions_metab_58,wsip-metawrap-drep-bins_Actinobacteria_69_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2749559,68.92,6.77,44,2742,247177,49,0,51,4,14,1,Uncurated genome,near complete
461698,S3-16-all-fractions_metab_conc_61,wsip-metawrap-drep-bins_Gemmatimonadetes_73_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,3586946,73.3,3.61,315,3385,42833,45,8,46,9,12,0,Uncurated genome,near complete
461699,S3-16-all-fractions_metab_conc_63,wsip-metawrap-drep-bins_Nocardioides_71_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nocardioides, Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,4253349,71.38,4.35,588,4585,43518,49,2,47,6,14,1,Uncurated genome,near complete
461700,S3-16-all-fractions_metab_conc_65,wsip-metawrap-drep-bins_Rubrobacter_63_45,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Rubrobacter, Rubrobacterales, Rubrobacteria, Actinobacteria, Bacteria",,2673801,63.12,44.5,594,3167,27641,39,4,43,14,10,4,Uncurated genome,megabin
461701,S3-16-all-fractions_conc_66,wsip-metawrap-drep-bins_Bacteria_58_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,4807550,58.38,1.33,407,4194,63131,37,2,40,3,10,0,Uncurated genome,partial
461702,S3-16-all-fractions_metab_conc_74,wsip-metawrap-drep-bins_Bacteria_53_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3873481,53.18,1.2,551,3671,23730,29,0,31,3,9,1,Uncurated genome,partial
461703,S3-18-all-fractions_metab_conc_12,wsip-metawrap-drep-bins_Gemmatimonadetes_66_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,7267949,66.36,4.75,428,6526,155988,48,3,50,2,14,2,Uncurated genome,near complete
461704,S3-18-all-fractions_metab_2,wsip-metawrap-drep-bins_Actinoplanes_72_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinoplanes, Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",,6621752,72.34,5.43,1293,7332,32542,26,5,29,9,11,5,Uncurated genome,partial
461705,S3-18-all-fractions_metab_23,wsip-metawrap-drep-bins_Bacteria_60_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,4480617,60.03,1.62,1025,4940,47523,41,1,42,2,11,1,Uncurated genome,near complete
461706,S3-18-all-fractions_metab_maxb_34,wsip-metawrap-drep-bins_Bacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,4642511,69.15,1.42,1117,4606,19477,43,9,41,10,12,1,Uncurated genome,near complete
461707,S3-18-all-fractions_metab_conc_47,wsip-metawrap-drep-bins_Actinobacteria_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,5935510,70.32,1.76,314,5742,89152,34,1,37,5,12,4,Uncurated genome,partial
461708,S3-18-all-fractions_conc_56,wsip-metawrap-drep-bins_Bacteria_68_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,8793667,68.15,0.31,586,6876,89207,50,2,49,3,11,0,Uncurated genome,near complete
461709,S3-18-all-fractions_metab_conc_57,wsip-metawrap-drep-bins_Gemmatimonadetes_61_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,2400699,61.14,4.64,176,2426,45614,45,0,47,0,12,1,Uncurated genome,near complete
461710,S3-18-all-fractions_metab_maxb_61,wsip-metawrap-drep-bins_Actinobacteria_71_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3084950,70.54,2.61,305,3266,74560,23,2,28,4,13,1,Uncurated genome,partial
461711,S3-18-all-fractions_metab_63,wsip-metawrap-drep-bins_Pseudonocardiales_72_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",,5167233,72.03,2.56,770,5476,35900,25,6,28,7,13,3,Uncurated genome,partial
461712,S3-18-all-fractions_metab_conc_67,wsip-metawrap-drep-bins_Candidatus_Nitrososphaera_gargensis_44_9,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Candidatus Nitrososphaera gargensis, Nitrososphaera, Nitrososphaerales, Nitrososphaeria, Thaumarchaeota, Archaea",,1479905,43.88,8.88,187,1795,21626,28,3,18,0,34,2,Uncurated genome,near complete
461713,S3-18-all-fractions_metab_68,wsip-metawrap-drep-bins_Gemmatimonadetes_73_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,5125735,73.46,4.1,867,5182,35547,43,15,42,17,11,1,Uncurated genome,megabin
461714,S3-18-all-fractions_metab_69,wsip-metawrap-drep-bins_Actinobacteria_68_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2567610,67.68,2.55,385,3114,45070,40,8,43,7,11,0,Uncurated genome,near complete
461715,S3-18-all-fractions_metab_conc_70,wsip-metawrap-drep-bins_Propionibacteriales_70_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,4356203,69.6,3.96,258,4488,113013,52,4,50,4,13,0,Uncurated genome,near complete
461716,S3-18-all-fractions_metab_maxb_77,wsip-metawrap-drep-bins_Nitrososphaera_30_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nitrososphaera, Nitrososphaerales, Nitrososphaeria, Thaumarchaeota, Archaea",,1580782,30.18,7.23,330,1853,22834,28,0,18,2,31,2,Uncurated genome,near complete
461717,S3-18-all-fractions_metab_conc_79_AG_curated,wsip-metawrap-drep-bins_Geodermatophilus_obscurus_74_11,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Geodermatophilus obscurus, Geodermatophilus, Geodermatophilales, Actinobacteria, Actinobacteria, Bacteria",,4648552,74.18,10.93,536,4794,38289,44,4,48,4,9,0,Uncurated genome,near complete
461718,S3-18-all-fractions_conc_82,wsip-metawrap-drep-bins_Nocardioides_71_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nocardioides, Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,4498972,71.24,2.73,608,4820,47676,52,7,50,9,14,1,Uncurated genome,near complete
