me,code,taxonomy,description,bin.length,GC,prop.gc,coverage,num.contigs,num.features,longest.contig,RP.Inventory.max.55,RP.multiple,BSCG.Inventory.max.51,BSCG.multiple,ASCG.Inventory.max.38,ASCG.multiple,curation.status,completion.status,domain,phylum,class,order,genus,species,misc,drep.filt,drep.set,drep.prim.clust,drep.sec.clust,R1.16,R1.18,R2.16,R2.18,R3.16,R3.18,mean.16,mean.18,afe.mean,afe.median,lower.ci,upper.ci,ci.range,phylum.afe.order,site,sample,cov,rel.abund,gtdb.domain,gtdb.phylum,gtdb.class,gtdb.order,gtdb.family,gtdb.genus,gtdb.species
A3-18-all-fractions_metab_22,A3-18-all-fractions_Conexibacter_woesei_74_15,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2407782,73.87,0.7387,15.4,545,2917,23457,30,1,35,1,11,1,Uncurated genome,partial,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacter,Conexibacterwoesei,Bacteria,1,1,151,151_2,1.727881372,1.728151737,1.725414837,1.728074449,1.726403133,1.726787206,1.726566447,1.727671131,0.01657606,0.01628698,0.00398311,0.039238354,0.035255244,195,A,A3-18,1.015875903,0.009918116,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__QHBW01,s__
A1-16-all-fractions_metab_conc_24,A1-16-all-fractions_Actinobacteria_67_12,"Actinobacteria, Actinobacteria, Bacteria",NA,3922961,67.35,0.6735,11.58,170,4013,108252,49,1,48,2,13,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,182,182_1,1.730489499,1.730580353,1.730629463,1.733105894,1.729230617,1.730585417,1.730116526,1.731423888,0.019289707,0.019233617,0.001336336,0.036421902,0.035085566,790,A,A1-16,0.976787004,0.010613076,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-610,g__,s__
A1-16-all-fractions_metab_74,A1-16-all-fractions_Solirubrobacterales_70_20,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2624201,69.8,0.698,20.25,96,2699,127716,47,0,51,1,13,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unknown,unknown,unknown,1,NA,127,127_1,1.736089316,1.738204806,1.735592435,1.737110995,1.736534151,1.737311382,1.736071967,1.737542394,0.021660461,0.021559237,0.011392641,0.031016766,0.019624125,781,A,A1-16,1.381331172,0.015008567,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__,s__
A3-16-all-fractions_metab_69,A3-16-all-fractions_Deltaproteobacteria_71_16,"Deltaproteobacteria, Proteobacteria, Bacteria",NA,4483247,70.64,0.7064,16.13,452,4525,50604,34,10,37,12,12,1,Uncurated genome,partial,Bacteria,Proteobacteria,Deltaproteobacteria,unknown,unknown,unknown,unknown,1,1,76,76_0,1.725345202,1.727022532,1.723374773,1.725041992,1.724218636,1.725749224,1.72431287,1.725937916,0.024013298,0.023989046,0.022595897,0.024746058,0.00215016,345,A,A3-16,1.039781949,0.009212661,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__40CM-4-68-19,g__40CM-4-68-19,s__
A2-18-all-fractions_metab_maxb_102,A2-18-all-fractions_Actinobacteria_69_9,"Actinobacteria, Actinobacteria, Bacteria",NA,1542696,68.71,0.6871,8.81,282,1875,22048,46,2,50,6,11,3,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,129,129_1,1.724978055,1.725214729,1.723251358,1.726329751,1.723810283,1.725540943,1.724013232,1.725695141,0.024570758,0.024832007,0.003492344,0.045470041,0.041977698,20,A,A2-18,0.328078189,0.002857139,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
A3-16-all-fractions_metab_107,A3-16-all-fractions_Actinobacteria_69_13,"Actinobacteria, Actinobacteria, Bacteria",NA,2270386,68.79,0.6879,12.91,366,2685,43135,41,9,43,12,12,6,Uncurated genome,megabin,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,129,129_2,1.725004719,1.725305701,1.723242074,1.726433138,1.723810294,1.725595949,1.724019029,1.725778263,0.026253596,0.025973587,0.004441195,0.047134596,0.042693402,190,A,A3-16,0.944243601,0.008366173,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
A1-16-all-fractions_metab_conc_54,A1-16-all-fractions_Rhizobiales_63_9,"Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",NA,3323451,62.73,0.6273,9.36,456,3635,47013,44,3,46,3,11,0,Uncurated genome,near complete,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unknown,unknown,unknown,1,NA,69,69_1,1.72639195,1.729023846,1.727632426,1.727840369,1.724010842,1.726671098,1.726011739,1.727845104,0.026832047,0.027034187,0.003063387,0.039272774,0.036209387,1515,A,A1-16,0.596109488,0.006476904,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__,s__
A1-16-all-fractions_metab_conc_1,A1-16-all-fractions_Amycolatopsis_69_10,"Amycolatopsis, Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",NA,8408526,69.01,0.6901,9.83,907,8272,55981,37,5,39,5,12,5,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Amycolatopsis,unknown,unknown,1,1,219,219_1,1.735256293,1.73757916,1.734561441,1.733470618,1.73692953,1.741407685,1.735582421,1.737485821,0.027382926,0.027914947,-0.01600725,0.065624952,0.081632202,101,A,A1-16,0.797969787,0.008670175,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Pseudonocardiaceae,g__Amycolatopsis,s__
A2-18-all-fractions_metab_conc_85,A2-18-all-fractions_Deltaproteobacteria_68_17,"Deltaproteobacteria, Proteobacteria, Bacteria",NA,5128017,68.38,0.6838,16.64,155,4917,155229,52,4,51,6,12,0,Uncurated genome,near complete,Bacteria,Proteobacteria,Deltaproteobacteria,unknown,unknown,unknown,unknown,1,NA,71,71_1,1.724216763,1.723197392,1.722045725,1.727457276,1.723646497,1.726432904,1.723302995,1.725695857,0.03472559,0.035343018,-0.015048328,0.079987972,0.0950363,1310,A,A2-18,1.363717221,0.011876223,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__40CM-4-68-19,g__40CM-4-68-19,s__
A2-16-all-fractions_metab_106,A2-16-all-fractions_Deltaproteobacteria_69_9,"Deltaproteobacteria, Proteobacteria, Bacteria",NA,4532855,68.55,0.6855,8.77,896,4996,34973,41,11,41,13,7,3,Uncurated genome,megabin,Bacteria,Proteobacteria,Deltaproteobacteria,unknown,unknown,unknown,unknown,1,NA,71,71_1,1.724317639,1.723336454,1.722109276,1.727493474,1.723754221,1.726532047,1.723393712,1.725787325,0.0354657,0.035352346,-0.0144838,0.079580959,0.094064759,1640,A,A2-16,0.982952517,0.00714377,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__40CM-4-68-19,g__40CM-4-68-19,s__
A1-18-all-fractions_metab_conc_4,A1-18-all-fractions_Deltaproteobacteria_68_15,"Deltaproteobacteria, Proteobacteria, Bacteria",NA,5202567,68.38,0.6838,15.1,181,5011,113115,52,7,51,9,12,0,Uncurated genome,near complete,Bacteria,Proteobacteria,Deltaproteobacteria,unknown,unknown,unknown,unknown,1,1,71,71_1,1.724216529,1.723180652,1.722037056,1.727463436,1.723647481,1.726461688,1.723300355,1.725701925,0.035640781,0.035471687,-0.015291989,0.080207558,0.095499548,351,A,A1-18,3.679985852,0.032952157,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__40CM-4-68-19,g__40CM-4-68-19,s__
A2-18-all-fractions_metab_51,A2-18-all-fractions_Geodermatophilales_72_20,"Geodermatophilales, Actinobacteria, Actinobacteria, Bacteria",NA,4833049,72.39,0.7239,20.43,831,5210,41005,22,3,22,4,10,3,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,unknown,unknown,unknown,1,1,225,225_0,1.727066361,1.730729045,1.724805474,1.726908985,1.725767605,1.727438313,1.725879813,1.728358781,0.036779684,0.036562512,0.024643013,0.053984137,0.029341124,28,A,A2-18,1.711767257,0.014907291,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Geodermatophilaceae,g__,s__
A2-18-all-fractions_metab_conc_94,A2-18-all-fractions_Bacteria_70_15,Bacteria,NA,2603686,69.79,0.6979,15.16,130,2851,80315,48,1,49,4,13,1,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,103,103_1,1.72544187,1.726287831,1.723259726,1.728230821,1.724740714,1.727165216,1.72448077,1.727227956,0.040209181,0.040549664,0.012479797,0.073427522,0.060947725,372,A,A2-18,1.00784477,0.008777032,d__Bacteria,p__Dormibacterota,c__Dormibacteria,o__Dormibacterales,f__Dormibacteraceae,g__,s__
A2-16-all-fractions_metab_60,A2-16-all-fractions_Bacteria_70_10,Bacteria,NA,2989275,69.82,0.6982,10.18,342,3422,65395,43,3,47,5,13,3,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,NA,103,103_1,1.725413167,1.726259347,1.723250682,1.728132158,1.724641726,1.72706193,1.724435192,1.727151145,0.040253265,0.04008973,0.01248323,0.072104185,0.059620955,1903,A,A2-16,1.012943733,0.007361737,d__Bacteria,p__Dormibacterota,c__Dormibacteria,o__Dormibacterales,f__Dormibacteraceae,g__,s__
A1-18-all-fractions_metab_70,A1-18-all-fractions_Bacteria_70_12,Bacteria,NA,3059676,69.78,0.6978,11.72,275,3442,84727,48,4,51,6,13,1,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,NA,103,103_1,1.725441142,1.726266458,1.723242938,1.728123477,1.724644253,1.727090717,1.724442778,1.727160218,0.04031558,0.04011147,0.012175239,0.072090618,0.059915379,1902,A,A1-18,1.293781611,0.01158507,d__Bacteria,p__Dormibacterota,c__Dormibacteria,o__Dormibacterales,f__Dormibacteraceae,g__,s__
A2-18-all-fractions_metab_maxbC_23,A2-18-all-fractions_Bacteria_65_14,Bacteria,NA,4108933,65.1,0.651,14.3,393,4045,39653,45,0,45,5,14,2,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,270,270_1,1.722099642,1.725957196,1.72112403,1.724255552,1.721200072,1.723783372,1.721474581,1.724665373,0.04729993,0.047176161,0.038200424,0.057013598,0.018813174,369,A,A2-18,1.877585218,0.016351352,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__,g__,s__
A3-16-all-fractions_metab_maxbC_29,A3-16-all-fractions_Bacteria_65_16,Bacteria,NA,4016627,65.1,0.651,16.25,400,3998,67271,46,0,47,2,13,3,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,NA,270,270_1,1.722062753,1.725939977,1.721103032,1.724240865,1.721176351,1.723760363,1.721447379,1.724647068,0.047398925,0.047308458,0.038211471,0.057305547,0.019094076,1864,A,A3-16,1.546983073,0.013706556,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__,g__,s__
A3-18-all-fractions_metab_134,A3-18-all-fractions_Bacteria_65_14,Bacteria,NA,4963055,64.95,0.6495,13.7,657,5093,39060,47,0,48,4,14,3,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,270,270_2,1.722014646,1.725912897,1.721060935,1.724204887,1.721119483,1.723707059,1.721398355,1.724608281,0.04745159,0.047461045,0.038265356,0.057617785,0.019352429,415,A,A3-18,0.918146284,0.00896397,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__,g__,s__
A2-16-all-fractions_metab_maxbC_61,A2-16-all-fractions_Bacteria_65_12,Bacteria,NA,4123681,65.18,0.6518,12.3,355,4080,63897,44,0,46,5,13,2,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,NA,270,270_2,1.722107649,1.726015723,1.721143412,1.724280137,1.721222261,1.723815348,1.721491107,1.724703736,0.047582462,0.047498617,0.038344697,0.057760069,0.019415371,1866,A,A2-16,1.186941033,0.008626291,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__,g__,s__
A3-16-all-fractions_metab_conc_58,A3-16-all-fractions_Micromonosporales_72_17,"Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",NA,4350998,71.7,0.717,16.59,573,4585,39894,21,1,21,4,11,3,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,unknown,unknown,unknown,1,1,194,194_2,1.726613763,1.730192847,1.7243582,1.728027746,1.72536562,1.730135668,1.725445861,1.729452087,0.05890901,0.059102374,0.052765194,0.07037403,0.017608836,182,A,A3-16,0.938068167,0.008311458,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Micromonosporaceae,g__,s__
A2-18-all-fractions_metab_conc_19,A2-18-all-fractions_Micromonosporales_71_15,"Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",NA,4787723,71.46,0.7146,15.05,437,4801,47149,26,2,29,5,13,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,unknown,unknown,unknown,1,NA,194,194_1,1.726520068,1.730092645,1.724252568,1.727932044,1.725286616,1.730059964,1.725353084,1.729361551,0.059055046,0.05913839,0.052671919,0.070425673,0.017753754,513,A,A2-18,1.485177342,0.012933984,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Micromonosporaceae,g__Dactylosporangium,s__
A3-18-all-fractions_metab_conc_97,A3-18-all-fractions_Micromonosporales_72_13,"Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",NA,4780891,71.5,0.715,13.11,476,4850,48681,29,3,30,3,12,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,unknown,unknown,unknown,1,NA,194,194_1,1.726530856,1.730119417,1.724277745,1.727946587,1.725300464,1.73007576,1.725369688,1.729380588,0.059108394,0.059173754,0.05290728,0.070453902,0.017546622,1039,A,A3-18,1.788558499,0.017461907,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Micromonosporaceae,g__Dactylosporangium,s__
A2-16-all-fractions_metab_conc_20,A2-16-all-fractions_Micromonosporales_72_14,"Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",NA,4759359,71.54,0.7154,14.36,447,4808,60434,33,3,34,5,14,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,unknown,unknown,unknown,1,NA,194,194_1,1.726534084,1.730124929,1.724281321,1.727962739,1.725296691,1.730087489,1.725370699,1.729391719,0.059195183,0.05932307,0.052940897,0.070682816,0.017741918,1038,A,A2-16,1.2795343,0.009299228,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Micromonosporaceae,g__Dactylosporangium,s__
A1-18-all-fractions_metab_conc_38,A1-18-all-fractions_Micromonosporales_71_18,"Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",NA,4355474,71.48,0.7148,17.55,318,4331,70867,35,2,37,2,12,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,unknown,unknown,unknown,1,NA,194,194_1,1.726520656,1.730097712,1.72424823,1.727962744,1.725294878,1.730076083,1.725354588,1.729378846,0.059237232,0.059371329,0.052737949,0.07054128,0.017803331,1035,A,A1-18,2.446983597,0.021911331,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Micromonosporaceae,g__Dactylosporangium,s__
A2-16-all-fractions_metab_conc_7,A2-16-all-fractions_Actinobacteria_71_29,"Actinobacteria, Actinobacteria, Bacteria",NA,6562770,71.49,0.7149,28.85,1333,7234,23777,43,3,45,8,13,4,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,193,193_3,1.726429221,1.731567859,1.724311013,1.727613486,1.725233658,1.72960086,1.725324631,1.729594068,0.062921797,0.062989657,0.048752077,0.07576499,0.027012913,167,A,A2-16,2.359017603,0.017144552,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Palsa-504,s__
A3-16-all-fractions_metab_conc_50,A3-16-all-fractions_Actinobacteria_71_33,"Actinobacteria, Actinobacteria, Bacteria",NA,6314464,71.39,0.7139,33.29,1190,6956,21194,42,3,47,8,11,6,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,193,193_4,1.726369562,1.731530129,1.724261833,1.727577717,1.725188423,1.729552528,1.725273273,1.729553458,0.062944866,0.063150006,0.048951376,0.076090841,0.027139464,163,A,A3-16,2.167151034,0.019201359,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Palsa-504,s__
A2-18-all-fractions_metab_conc_122,A2-18-all-fractions_Actinobacteria_71_31,"Actinobacteria, Actinobacteria, Bacteria",NA,6214547,71.43,0.7143,30.96,1413,7007,26108,43,9,48,13,11,3,Uncurated genome,megabin,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,193,193_5,1.72640983,1.731588454,1.724291563,1.727596673,1.725205917,1.729577419,1.725302437,1.729587515,0.063380993,0.063221168,0.048791498,0.076355347,0.027563849,25,A,A2-18,3.156688924,0.0274907,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Palsa-504,s__
A3-18-all-fractions_metab_conc_103,A3-18-all-fractions_Actinobacteria_72_14,"Actinobacteria, Actinobacteria, Bacteria",NA,3137679,72.34,0.7234,14.4,135,3406,118118,21,0,24,1,11,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,107,107_0,1.726817903,1.7315269,1.724795483,1.728434997,1.725753401,1.730408082,1.725788929,1.730123326,0.063803172,0.06393172,0.053713219,0.069415624,0.015702405,155,A,A3-18,0.411322481,0.00401579,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__,g__,s__
A2-16-all-fractions_metab_conc_67,A2-16-all-fractions_Actinobacteria_69_23,"Actinobacteria, Actinobacteria, Bacteria",NA,2412241,69.36,0.6936,23.03,128,2563,91740,19,0,20,0,11,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,98,98_1,1.724662689,1.727512331,1.72295374,1.727522563,1.723760365,1.729342349,1.723792265,1.728125748,0.063825166,0.063989195,0.042057228,0.082426366,0.040369138,944,A,A2-16,2.363808115,0.017179367,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
A3-16-all-fractions_metab_conc_66,A3-16-all-fractions_Actinobacteria_69_20,"Actinobacteria, Actinobacteria, Bacteria",NA,2956632,69.14,0.6914,19.75,245,3235,64731,39,1,42,0,12,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,98,98_1,1.724598206,1.727538249,1.722876387,1.727450562,1.723657635,1.729289278,1.723710743,1.728092696,0.064538205,0.064707758,0.043392909,0.083164315,0.039771406,150,A,A3-16,1.623693227,0.014386223,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
A1-16-all-fractions_metab_conc_29,A1-16-all-fractions_Actinobacteria_70_14,"Actinobacteria, Actinobacteria, Bacteria",NA,4172072,69.66,0.6966,13.5,225,4455,75933,18,2,23,6,11,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,147,147_1,1.735860754,1.742516123,1.735592299,1.738811958,1.73485736,1.738531715,1.735436804,1.739953265,0.066292161,0.066243928,0.047219226,0.09759191,0.050372684,688,A,A1-16,0.783358719,0.008511422,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
A1-18-all-fractions_metab_conc_10,A1-18-all-fractions_Deltaproteobacteria_68_11,"Deltaproteobacteria, Proteobacteria, Bacteria",NA,4014599,68.07,0.6807,10.66,196,3889,71418,26,0,26,3,11,0,Uncurated genome,partial,Bacteria,Proteobacteria,Deltaproteobacteria,unknown,unknown,unknown,unknown,1,NA,73,73_1,1.723606729,1.727822015,1.72215516,1.726467284,1.722702769,1.72785662,1.722821553,1.727381973,0.067271012,0.067376753,0.062249283,0.076149496,0.013900213,1580,A,A1-18,1.457178004,0.013048191,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__40CM-4-68-19,g__40CM-4-68-19,s__
A2-16-all-fractions_metab_conc_112,A2-16-all-fractions_Deltaproteobacteria_68_10,"Deltaproteobacteria, Proteobacteria, Bacteria",NA,3229808,68.21,0.6821,9.86,181,3182,51558,18,0,20,1,9,0,Uncurated genome,partial,Bacteria,Proteobacteria,Deltaproteobacteria,unknown,unknown,unknown,unknown,1,NA,73,73_1,1.723674838,1.728009709,1.722246722,1.726566844,1.722810311,1.728009932,1.722910624,1.727528829,0.068128033,0.068227092,0.063847967,0.076821129,0.012973162,1579,A,A2-16,0.991921943,0.007208957,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__40CM-4-68-19,g__40CM-4-68-19,s__
A2-18-all-fractions_metab_107,A2-18-all-fractions_Actinobacteria_69_10,"Actinobacteria, Actinobacteria, Bacteria",NA,2785108,68.74,0.6874,10.46,159,2979,108532,38,1,43,4,13,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,137,137_0,1.724515835,1.726364043,1.723318962,1.726688091,1.723309049,1.732042704,1.723714616,1.728364946,0.068142836,0.068670246,0.027279333,0.12899801,0.101718677,21,A,A2-18,0.498828172,0.004344152,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
A1-16-all-fractions_metab_conc_15,A1-16-all-fractions_Actinobacteria_67_9,"Actinobacteria, Actinobacteria, Bacteria",NA,4117802,67.36,0.6736,8.87,408,4511,48659,40,7,37,7,12,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,181,181_1,1.731273154,1.735942994,1.731471988,1.734651325,1.728666947,1.735436068,1.730470697,1.735343462,0.071315697,0.071672374,0.046737077,0.099669312,0.052932235,675,A,A1-16,0.634570158,0.00689479,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__UBA8139,g__,s__
A2-18-all-fractions_metab_maxb_92,A2-18-all-fractions_Betaproteobacteria_63_8,"Betaproteobacteria, Proteobacteria, Bacteria",NA,3632998,63.12,0.6312,7.89,550,3809,32850,41,0,44,3,10,0,Uncurated genome,near complete,Bacteria,Proteobacteria,Betaproteobacteria,unknown,unknown,unknown,unknown,1,1,64,64_2,1.720686868,1.725516385,1.720006888,1.723235014,1.719707901,1.726170417,1.720133886,1.724973939,0.071604435,0.071614121,0.047767344,0.095643999,0.047876655,258,A,A2-18,1.147350489,0.009991947,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Palsa-1005,g__PALSA-1003,s__
A2-16-all-fractions_metab_maxb_93,A2-16-all-fractions_Betaproteobacteria_63_10,"Betaproteobacteria, Proteobacteria, Bacteria",NA,3658138,62.94,0.6294,10.31,441,3736,52849,43,0,48,2,12,1,Uncurated genome,near complete,Bacteria,Proteobacteria,Betaproteobacteria,unknown,unknown,unknown,unknown,1,1,64,64_1,1.720610333,1.725483495,1.719934395,1.723247493,1.719633201,1.726047932,1.72005931,1.724926307,0.0717103,0.072015711,0.049026613,0.094940665,0.045914052,323,A,A2-16,1.02692652,0.007463359,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Palsa-1005,g__PALSA-1003,s__
