isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,5-aminovaleric acid,Amino acids,0.4915262947868577,0.05902710613435552,8.375877449604919e-9,5.014056770142925e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,5-aminovaleric acid,Amino acids,0.48590865327354377,0.08409916229171029,1.3236445705664126e-8,6.683940070510946e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,5-aminovaleric acid,Amino acids,0.5189394687972512,0.0797355426509941,1.1068794906239169e-8,5.508383973568794e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,5-aminovaleric acid,Amino acids,0.48891346867537405,0.098685571028746,1.5728440156361218e-8,7.76954012490937e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,5-aminovaleric acid,Amino acids,0.5497162774519428,0.12180555700039282,1.9504504499695906e-8,6.611854586089118e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,5-aminovaleric acid,Amino acids,0.5631475635924978,0.06613131541314889,8.548155163580622e-9,3.334938578692065e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,5-aminovaleric acid,Amino acids,0.6284709134181916,0.05680130890530976,7.2998162609807426e-9,2.4343718120189747e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,5-aminovaleric acid,Amino acids,0.5904644724288975,0.05991426089181698,7.895890856353643e-9,3.47785083744456e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,5-aminovaleric acid,Amino acids,0.5892015324414178,0.05541338241761069,7.225196987841047e-9,3.2031720814616385e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,5-aminovaleric acid,Amino acids,0.6272210075564251,0.05616580526840784,6.874957821232781e-9,3.166392109235189e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,5-aminovaleric acid,Amino acids,0.5529470123556903,0.13986139889056995,2.3377334254439882e-8,7.35960869891349e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,5-aminovaleric acid,Amino acids,0.4624046612407439,0.060015574540305275,8.360234449367567e-9,6.372239864674153e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,5-aminovaleric acid,Amino acids,0.4865102070636701,0.05100176026922255,6.198171114342936e-9,5.4215059099140055e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,5-aminovaleric acid,Amino acids,0.5118629796596745,0.06422123162390253,8.213576586436965e-9,5.812434111505901e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,5-aminovaleric acid,Amino acids,0.4251698720894262,0.03692142633527836,4.313980503562683e-9,4.8221808207784625e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,5-aminovaleric acid,Amino acids,0.5616143246753038,0.06225885053903949,8.430139738201987e-9,3.2361714571248702e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,5-aminovaleric acid,Amino acids,0.3397679415396343,0.07710267409246321,9.775490854582728e-9,1.577782270176709e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,5-aminovaleric acid,Amino acids,0.5477686930272232,0.19103771130232453,5.486916944067189e-8,1.2407191017013439e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,5-aminovaleric acid,Amino acids,0.6226930510905145,0.049761440993015715,6.016684637323361e-9,2.7685378456514116e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,5-aminovaleric acid,Amino acids,0.48357811020271446,0.05661949979674159,7.510232793449926e-9,5.2610710158139995e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,5-aminovaleric acid,Amino acids,0.6246653777005207,0.045572390203460815,5.504945913365849e-9,2.4581413751897205e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,5-aminovaleric acid,Amino acids,0.626321241981822,0.05152249898135392,6.406229391781947e-9,2.690280231783194e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,5-aminovaleric acid,Amino acids,0.6104962881911014,0.02489129501971006,2.724884927443693e-9,1.4587532942644801e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,5-aminovaleric acid,Amino acids,0.621474765261292,0.03603541964271599,4.180738555770321e-9,1.7255033281536717e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,5-aminovaleric acid,Amino acids,0.5084991463158814,0.36829939682111257,7.001533935663743e-8,2.7081305874830892e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,5-aminovaleric acid,Amino acids,0.4158330262073699,0.0640482094099732,8.512014530760326e-9,8.982970554929828e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,5-aminovaleric acid,Amino acids,0.426340326715276,0.03557851672395421,4.096475446156142e-9,4.8214737694188055e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,abscisic acid,Organic acids,NaN,0.010683089703292353,NaN,3.478387268498235e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,abscisic acid,Organic acids,0.4015340467724637,0.04380099719004504,4.887985646487669e-9,6.6820583431076535e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,abscisic acid,Organic acids,0.30407547318179073,0.005185443577739104,1.6224802936979807e-10,4.3037832785425763e-10
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,abscisic acid,Organic acids,0.7101411568916389,0.022440643505969013,2.292450316812685e-9,9.056099644722665e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,abscisic acid,Organic acids,0.7035281061979382,0.020362687903324368,2.0114985931213475e-9,8.360967317846974e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,abscisic acid,Organic acids,0.7096207461970888,0.02194200284301978,2.233187468170773e-9,8.836338080631649e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,abscisic acid,Organic acids,0.4964783334913185,0.023159841175010756,2.2908637020834165e-9,2.2845392593855658e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,abscisic acid,Organic acids,0.7195013354291191,0.031770727363669565,3.38369666996707e-9,1.2537789003381422e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,abscisic acid,Organic acids,NaN,0.00941810587733893,NaN,7.059221040172351e-10
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,abscisic acid,Organic acids,NaN,0.005487464206511128,NaN,2.899064749221864e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,abscisic acid,Organic acids,0.6435461829554316,0.03664754284241231,4.236087762746861e-9,2.0074181037553275e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,abscisic acid,Organic acids,0.41789248862726325,0.009879794697535962,1.092284598840877e-10,3.3790523462661304e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,abscisic acid,Organic acids,0.5604354902826582,0.040003648262408084,4.640548699150867e-9,3.1976566489762503e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,abscisic acid,Organic acids,0.49908511204764117,0.015772525738842844,1.4380983171516923e-9,1.4386074819532106e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,abscisic acid,Organic acids,0.45241402250358065,0.00646292650071928,4.105280183578136e-10,4.981293513704175e-10
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,abscisic acid,Organic acids,0.503601081789848,0.01783372485224627,1.6524691514270885e-9,1.6234429347292744e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,abscisic acid,Organic acids,0.5787694544961293,0.01940255788386397,1.8470335928917426e-9,1.3281714388718818e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,abscisic acid,Organic acids,0.6242803382707469,0.021234223417857485,2.1904079340848964e-9,1.249940268834213e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,abscisic acid,Organic acids,0.569814247937664,0.005529692426957576,2.790165635240503e-10,2.195644956044115e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,abscisic acid,Organic acids,0.5229937909353011,0.005705620585947338,3.241622311705258e-10,3.013939604736191e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,abscisic acid,Organic acids,0.41548929847950394,0.009398310924055471,1.5125917064651364e-10,4.259334332168094e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,abscisic acid,Organic acids,NaN,0.00633319720774839,NaN,2.361925764915112e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,abscisic acid,Organic acids,0.5603523372729852,0.015192002277486748,1.3304569209061608e-9,1.0432746659174896e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,abscisic acid,Organic acids,NaN,0.008112516889491118,NaN,7.475730557253639e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,abscisic acid,Organic acids,0.4757876824628601,0.009527850414440408,7.629603247643077e-10,8.406152060582754e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,abscisic acid,Organic acids,0.5057933536731438,0.009728210492275532,7.794454799668462e-10,7.615920659032811e-10
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,abscisic acid,Organic acids,0.4015286215081041,0.007764520120227723,5.789209579313014e-10,8.629969826048064e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,abscisic acid,Organic acids,NaN,0.00596789915333617,NaN,3.089535227233461e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,abscisic acid,Organic acids,0.32909712087108195,0.01628192598434441,1.4178582518308857e-9,2.8879600878797845e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,abscisic acid,Organic acids,0.5670811453789262,0.0736623852710262,9.081430103788099e-9,5.7637224308021095e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,abscisic acid,Organic acids,0.7068335374539445,0.027287181276815477,2.878599203094904e-9,1.1465204298256787e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,abscisic acid,Organic acids,0.42127356741152483,0.0065816747524041,4.5013230289417823e-10,6.195069872081836e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,abscisic acid,Organic acids,NaN,0.013661262805040654,NaN,4.4139050191510315e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,abscisic acid,Organic acids,NaN,0.008541957676110268,NaN,2.835201110245916e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,abscisic acid,Organic acids,0.6821791844591135,0.010981500405926844,9.37425352266617e-10,4.3673847764708003e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,abscisic acid,Organic acids,0.7168975766909573,0.02227054577024857,2.3120410593587125e-9,8.644837867291833e-10
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,abscisic acid,Organic acids,0.4919342879696483,0.08868536910870552,1.1872885828245207e-8,8.720310316670223e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,abscisic acid,Organic acids,0.2623398906304801,0.005120093828527141,2.385180370431583e-10,6.999126270732932e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,abscisic acid,Organic acids,0.4878540620243913,0.027081865052441978,2.91505351179881e-9,2.8784810544343284e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,adenine,Nucleotides,NaN,0.011913961389048244,NaN,6.375147641128438e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,adenine,Nucleotides,0.24105995068606237,0.040793964023227366,4.5019812578477414e-9,1.2964033410921357e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,adenine,Nucleotides,0.28166501666068366,0.01086295020144244,8.869641372774343e-10,2.262074914389196e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,adenine,Nucleotides,NaN,0.005395236011736849,NaN,3.614399877365169e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,adenine,Nucleotides,NaN,0.014039216549189779,NaN,6.50004952629121e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,adenine,Nucleotides,NaN,0.00265918319805594,NaN,1.5365289462217513e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,adenine,Nucleotides,0.24385760791336966,0.009565523518365352,7.321004791177667e-10,2.2701227107138853e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,adenine,Nucleotides,0.40974182411974575,0.018933020433293042,1.8119408670495169e-9,2.5805988275005562e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,adenine,Nucleotides,0.27721470738665377,0.010536053383137073,8.43177439864135e-10,2.1984375315821997e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,adenine,Nucleotides,0.2869606880985907,0.007118078597332751,4.850083434605886e-10,1.2052382430668442e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,adenine,Nucleotides,NaN,0.011335427724301848,NaN,8.218565216056099e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,adenine,Nucleotides,NaN,0.002044512590592556,NaN,1.132725407101116e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,adenine,Nucleotides,0.26901740684200104,0.009093768945234608,7.014267756510707e-10,1.9059573854345446e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,adenine,Nucleotides,0.26302517466385567,0.009919748393916725,7.803609363106339e-10,2.1865302716185712e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,adenine,Nucleotides,0.30911919718767455,0.01283236951213676,1.1221373124955493e-9,2.507862086788491e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,adenine,Nucleotides,0.2964980696976648,0.01784102951686442,1.6511995877492853e-9,3.908789163026359e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,adenine,Nucleotides,0.29573490633872773,0.009868736254990209,7.591290967957798e-10,1.8078021884809311e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,adenine,Nucleotides,NaN,0.00033020418562770625,NaN,1.6287769325398016e-11
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,adenine,Nucleotides,0.2814027386485852,0.005258338386883782,2.7907565839552494e-10,7.134943300739477e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,adenine,Nucleotides,NaN,0.014592817159605316,NaN,8.820277554664899e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,adenine,Nucleotides,NaN,0.01131471890391159,NaN,6.609112256985043e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,adenine,Nucleotides,NaN,0.015483084664752289,NaN,6.961582722381856e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,adenine,Nucleotides,0.332574308821696,0.017615307850058562,1.6094532856586158e-9,3.213233928785796e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,adenine,Nucleotides,NaN,0.008117525394832013,NaN,1.0376684898032484e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,adenine,Nucleotides,0.2631463099780801,0.008644700041030118,6.645802431801747e-10,1.8609838808444685e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,adenine,Nucleotides,0.3029426333030823,0.011882306820368504,1.0194456297866987e-9,2.34561673351451e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,adenine,Nucleotides,0.13045300346551253,0.00437840110210546,1.4797837305037633e-10,1.0324053050630312e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,adenine,Nucleotides,0.2960004832647468,0.0072996131758097296,5.185333714959714e-10,1.2333642816822064e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,adenine,Nucleotides,0.09154543942947489,0.005478418438616382,2.011909638708128e-10,2.013050736342479e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,adenine,Nucleotides,0.34029111323583844,0.06755775002008911,7.764638257244706e-9,1.349352205251664e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,adenine,Nucleotides,NaN,0.002292628582503692,NaN,1.9911625641904718e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,adenine,Nucleotides,NaN,0.003156032870160357,NaN,3.32877824225328e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,adenine,Nucleotides,NaN,0.013661766252239544,NaN,6.517322982442882e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,adenine,Nucleotides,NaN,0.0025987288816704556,NaN,1.7509311894526829e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,adenine,Nucleotides,0.3050282721219162,0.005653418588094543,3.2921524479690937e-10,7.539344994193805e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,adenine,Nucleotides,NaN,0.0016866065291294417,NaN,5.042415094606424e-11
