,BGE,BP,BR,rgrowth,xenzyme,rGco2,rMco2,rXco2,jEX,jDE,jDEco2,jD,jED,jV,jE,dreserve,response,isolate,class,phylum,mingt,rrn,genomesize,kM,alphaenz,gV0,kE,yEV,NSB,KD,yDE,monomer,ontology,eta
113,0.635691189,2.31E-09,1.22E-09,0.02203964,4.53E-05,0.000345358,1.75E-07,7.10E-07,2.64E-06,0.001636556,0.000322489,0.001959044,4.12E-06,0.001706535,4.12E-06,0.028284128,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,6.78,3,2785891,2.60E-07,0.002055932,0.25165153,1.012740988,1.268776278,8.02E-09,0.001582552,0.164615385,3-Dehydroshikimic acid,Organic acids,0.093505142
114,0.439131749,1.19E-08,8.76E-09,0.085315215,0.000149989,0.001092605,4.88E-08,1.92E-06,2.08E-06,0.002276769,0.000448645,0.002725414,4.69E-06,0.001945702,4.69E-06,0.066679544,undefined,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,0.75,13,2549675,1.31E-07,0.001758056,0.518724026,2.553415178,1.925598275,5.97E-08,0.003334147,0.164615385,3-Dehydroshikimic acid,Organic acids,0.093505142
115,0.226826173,2.38E-10,8.42E-10,0.005120053,2.88E-05,1.90E-06,5.41E-08,1.07E-08,1.10E-08,9.74E-07,1.92E-07,1.17E-06,7.96E-09,2.57E-07,7.96E-09,0.007711748,positive,Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,4.04,14,8015544,0.000569173,0.005623291,0.267484565,1.399116158,1.977331951,2.71E-09,0.001798023,0.164615385,3-Dehydroshikimic acid,Organic acids,0.093505142
116,0.434443372,2.91E-09,3.55E-09,0.027068472,5.69E-05,0.000454725,5.31E-05,9.56E-07,1.10E-06,0.001061868,0.000209245,0.001271113,3.04E-06,0.000812176,3.04E-06,0.060042449,positive,Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,8.33,12,6632341,0.000163299,0.002102646,0.247473855,0.875808688,1.872678994,1.48E-08,0.003810148,0.164615385,3-Dehydroshikimic acid,Organic acids,0.093505142
157,0.401534047,4.89E-09,6.68E-09,0.043800722,0.000144022,0.000886338,8.08E-06,2.91E-06,2.29E-06,0.001604388,0.000114599,0.001718987,2.65E-06,0.000961414,2.65E-06,0.045295844,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,3.11E-05,0.00328811,0.366392402,2.247728614,2.270981174,1.22E-08,0.003078753,0.066666667,abscisic acid,Organic acids,0.19070825
158,0.304075473,1.62E-10,4.30E-10,0.005185444,1.20E-05,2.85E-07,6.03E-10,6.57E-10,1.02E-09,1.95E-07,1.39E-08,2.09E-07,1.25E-09,7.84E-08,1.25E-09,0.005066292,undefined,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,2.78,8,5177578,2.23E-05,0.002308658,0.286429607,1.695966091,1.643835616,7.97E-10,0.001568472,0.066666667,abscisic acid,Organic acids,0.19070825
159,0.710141157,2.29E-09,9.06E-10,0.022440641,3.29E-05,0.000377916,0.000145148,5.53E-07,2.06E-06,0.001987651,0.000141975,0.002129626,4.70E-06,0.001557903,4.70E-06,0.026970973,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,6.09,3,6972827,0.000238226,0.001464266,0.254229781,1.088478186,1.268776278,3.35E-09,0.002223572,0.066666667,abscisic acid,Organic acids,0.19070825
160,0.703528106,2.01E-09,8.36E-10,0.020362686,3.88E-05,0.000360263,0.000189835,6.86E-07,2.55E-06,0.001950139,0.000139296,0.002089435,4.46E-06,0.001624338,4.46E-06,0.023541774,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,5.73,3,7193102,0.000300641,0.001904107,0.255834623,1.132663739,1.268776278,2.99E-09,0.002179335,0.066666667,abscisic acid,Organic acids,0.19070825
161,0.709620746,2.23E-09,8.84E-10,0.021943093,3.70E-05,0.000387413,0.000117484,6.53E-07,2.43E-06,0.001996786,0.000142628,0.002139414,4.39E-06,0.001548542,4.39E-06,0.024094317,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,5.32,3,6793945,0.000196846,0.00168609,0.257942124,1.187556721,1.268776278,3.26E-09,0.002176059,0.066666667,abscisic acid,Organic acids,0.19070825
162,0.496478333,2.29E-09,2.28E-09,0.02315983,4.14E-05,0.000527433,9.19E-05,9.43E-07,1.24E-06,0.00138415,9.89E-05,0.001483018,2.30E-06,0.000841475,2.30E-06,0.023170853,positive,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,2.43,10,7244804,0.00032562,0.0017874,0.295626127,1.801882877,1.762357889,4.69E-09,0.002624755,0.066666667,abscisic acid,Organic acids,0.19070825
163,0.719501335,3.38E-09,1.25E-09,0.03177056,0.000229966,0.00047348,3.37E-05,3.43E-06,1.28E-05,0.00229697,0.000164069,0.002461039,3.97E-06,0.001915394,3.97E-06,0.02492974,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,2.9,3,5642219,5.03E-05,0.007238338,0.283840831,1.662426368,1.268776278,4.80E-09,0.002243795,0.066666667,abscisic acid,Organic acids,0.19070825
166,0.643546183,4.24E-09,2.01E-09,0.036647411,7.82E-05,0.000559619,1.07E-05,1.19E-06,2.71E-06,0.001852046,0.000132289,0.001984335,4.44E-06,0.001570063,4.44E-06,0.051137894,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,6.24,5,4904121,1.73E-05,0.002132716,0.253618415,1.071066953,1.439874503,6.73E-09,0.00231217,0.066666667,abscisic acid,Organic acids,0.19070825
167,0.417892489,1.09E-10,3.38E-10,0.009879794,2.43E-05,2.10E-07,5.53E-09,5.17E-10,1.92E-09,3.02E-07,2.16E-08,3.23E-07,2.39E-09,1.68E-07,2.39E-09,0.011752552,positive,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,6.09,3,6067264,8.46E-05,0.002462653,0.254229781,1.088478186,1.268776278,5.10E-10,0.001565827,0.066666667,abscisic acid,Organic acids,0.19070825
168,0.56043549,4.64E-09,3.20E-09,0.040003663,0.000287641,0.000676444,1.45E-05,4.86E-06,7.55E-06,0.001761255,0.000125804,0.001887059,3.17E-06,0.001355178,3.17E-06,0.043815358,undefined,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,3.33,8,5264264,2.98E-05,0.007190364,0.276235383,1.552321204,1.643835616,8.38E-09,0.002665582,0.066666667,abscisic acid,Organic acids,0.19070825
169,0.499085112,1.44E-09,1.44E-09,0.015772526,6.08E-05,0.00063022,9.36E-06,2.43E-06,3.45E-06,0.00154609,0.000110435,0.001656525,2.63E-06,0.001117649,2.63E-06,0.015911634,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,2.72,9,5236918,2.43E-05,0.003851715,0.287819287,1.713242229,1.704336196,3.02E-09,0.001835217,0.066666667,abscisic acid,Organic acids,0.19070825
170,0.452414023,4.11E-10,4.98E-10,0.006462926,1.68E-05,5.79E-07,2.25E-10,1.50E-09,2.59E-09,2.13E-07,1.52E-08,2.28E-07,2.94E-09,5.73E-08,2.94E-09,0.00690802,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,3.6,7,4705879,1.08E-05,0.002592987,0.272466395,1.49028861,1.580239892,1.13E-09,0.001587177,0.066666667,abscisic acid,Organic acids,0.19070825
171,0.503601082,1.65E-09,1.62E-09,0.017833725,5.32E-05,0.000620392,7.42E-06,1.85E-06,2.63E-06,0.001517658,0.000108404,0.001626062,2.49E-06,0.001132733,2.49E-06,0.016514532,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,2.24,9,5093035,1.99E-05,0.002982621,0.301987954,1.865010579,1.704336196,3.41E-09,0.001867486,0.066666667,abscisic acid,Organic acids,0.19070825
172,0.578769454,1.85E-09,1.33E-09,0.019402604,7.09E-05,0.000622978,4.30E-06,2.28E-06,4.44E-06,0.001852476,0.00013232,0.001984795,3.04E-06,0.001472446,3.04E-06,0.015995231,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,2.25,6,4567713,8.87E-06,0.003652758,0.301622692,1.861580257,1.51268153,3.33E-09,0.001794531,0.066666667,abscisic acid,Organic acids,0.19070825
173,0.624280338,2.19E-09,1.25E-09,0.021250625,4.27E-05,0.000560027,4.75E-07,1.12E-06,2.56E-06,0.001841198,0.000131514,0.001972712,4.02E-06,0.001599581,4.02E-06,0.026098738,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,5.26,5,3223982,7.71E-07,0.002008287,0.258279697,1.196038209,1.439874503,3.62E-09,0.001700955,0.066666667,abscisic acid,Organic acids,0.19070825
174,0.569814248,2.79E-10,2.20E-10,0.005529692,1.51E-05,2.52E-07,3.52E-10,6.88E-10,2.56E-09,1.80E-07,1.28E-08,1.92E-07,2.31E-09,7.31E-08,2.31E-09,0.004944689,undefined,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,3.88,3,4829548,1.31E-05,0.002732841,0.269155142,1.430956861,1.268776278,7.38E-10,0.001551275,0.066666667,abscisic acid,Organic acids,0.19070825
175,0.522993791,3.24E-10,3.01E-10,0.00570562,1.37E-05,1.17E-06,8.13E-09,2.83E-09,7.85E-09,5.54E-07,3.96E-08,5.93E-07,9.37E-09,1.90E-07,9.37E-09,0.006185072,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,4.7,4,6306952,0.000113467,0.002408548,0.261873106,1.281439027,1.359773371,8.53E-10,0.001637578,0.066666667,abscisic acid,Organic acids,0.19070825
176,0.415489298,1.51E-10,4.26E-10,0.009398318,2.62E-05,3.22E-07,5.28E-09,8.98E-10,2.50E-09,3.44E-07,2.45E-08,3.68E-07,2.65E-09,1.63E-07,2.65E-09,0.010560613,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,5.01,4,6069513,8.51E-05,0.002789973,0.259778595,1.232718085,1.359773371,6.11E-10,0.001584329,0.066666667,abscisic acid,Organic acids,0.19070825
178,0.560352337,1.33E-09,1.04E-09,0.015192002,4.69E-05,0.000642746,7.30E-07,1.98E-06,3.87E-06,0.001906442,0.000136174,0.002042616,3.07E-06,0.000662211,3.07E-06,0.011493627,undefined,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,1.82,6,4034872,3.58E-06,0.003085924,0.321573906,2.021099712,1.51268153,2.57E-09,0.001678578,0.066666667,abscisic acid,Organic acids,0.19070825
180,0.475787682,7.63E-10,8.41E-10,0.00952785,1.62E-05,9.96E-06,4.26E-08,1.69E-08,2.62E-08,2.02E-06,1.44E-07,2.16E-06,6.40E-08,3.34E-07,6.40E-08,0.012052946,positive,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,4.36,8,7485871,0.000341132,0.001696574,0.264536854,1.339486862,1.643835616,1.78E-09,0.001853915,0.066666667,abscisic acid,Organic acids,0.19070825
181,0.505793354,7.79E-10,7.62E-10,0.00972821,1.35E-05,7.10E-06,1.35E-08,9.83E-09,1.69E-08,1.48E-06,1.06E-07,1.59E-06,4.34E-08,2.58E-07,4.34E-08,0.010853913,positive,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,3.83,7,6657122,0.000142938,0.001384077,0.269708105,1.441204817,1.580239892,1.73E-09,0.001778084,0.066666667,abscisic acid,Organic acids,0.19070825
182,0.401528622,5.79E-10,8.63E-10,0.00776452,2.27E-05,1.69E-06,2.01E-10,4.95E-09,5.67E-09,2.86E-07,2.05E-08,3.07E-07,9.19E-09,5.00E-08,9.19E-09,0.013783468,undefined,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,6.28,12,4684622,1.03E-05,0.002923702,0.253460556,1.066517473,1.872678994,1.62E-09,0.001631831,0.066666667,abscisic acid,Organic acids,0.19070825
184,0.329097121,1.42E-09,2.89E-09,0.016281926,0.000162819,0.000518809,4.35E-05,5.19E-06,3.68E-06,0.000950145,6.79E-05,0.001018013,1.55E-06,0.000479322,1.55E-06,0.018388816,negative,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,1.43,23,7371174,0.000323379,0.01,0.352352262,2.190244495,2.41130031,4.45E-09,0.002455442,0.066666667,abscisic acid,Organic acids,0.19070825
185,0.567081145,9.08E-09,5.76E-09,0.073662378,0.000112283,0.001058291,4.85E-05,1.61E-06,2.51E-06,0.002784047,0.000198861,0.002982908,5.03E-06,0.001922119,5.03E-06,0.051479904,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,0.96,8,6208105,0.000110284,0.001524297,0.434182184,2.431609475,1.643835616,1.62E-08,0.004764366,0.066666667,abscisic acid,Organic acids,0.19070825
186,0.706833538,2.88E-09,1.15E-09,0.027287111,5.07E-05,0.00027638,0.000419346,5.13E-07,1.91E-06,0.001876937,0.000134067,0.002011004,4.83E-06,0.001357931,4.83E-06,0.036996437,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,7.05,3,8179139,0.000779474,0.001857236,0.250785955,0.985893885,1.268776278,4.19E-09,0.002695394,0.066666667,abscisic acid,Organic acids,0.19070825
187,0.421273567,4.50E-10,6.20E-10,0.006581675,1.38E-05,2.70E-06,1.18E-08,5.66E-09,8.04E-09,8.17E-07,5.84E-08,8.75E-07,1.79E-08,1.80E-07,1.79E-08,0.012154906,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,7.49,9,6646877,0.000166234,0.002098048,0.249514533,0.945063193,1.704336196,1.27E-09,0.001735626,0.066666667,abscisic acid,Organic acids,0.19070825
190,0.682179184,9.37E-10,4.37E-10,0.0109815,4.47E-05,3.30E-07,6.67E-12,1.35E-09,5.00E-09,2.46E-07,1.76E-08,2.64E-07,7.53E-09,4.47E-08,7.53E-09,0.013282559,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,6.3,3,2934896,3.83E-07,0.004072804,0.253382415,1.064257172,1.268776278,1.56E-09,0.001558606,0.066666667,abscisic acid,Organic acids,0.19070825
191,0.716897578,2.31E-09,8.64E-10,0.02226689,4.58E-05,0.000437405,1.94E-07,8.99E-07,3.35E-06,0.002073114,0.00014808,0.002221194,5.21E-06,0.001889987,5.21E-06,0.028582366,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,6.78,3,2785891,2.60E-07,0.002055932,0.25165153,1.012740988,1.268776278,3.35E-09,0.001639193,0.066666667,abscisic acid,Organic acids,0.19070825
192,0.491934288,1.19E-08,8.72E-09,0.088685551,0.000155914,0.001365308,6.03E-08,2.40E-06,2.59E-06,0.002847062,0.000203362,0.003050424,5.86E-06,0.00239988,5.86E-06,0.069410311,undefined,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,0.75,13,2549675,1.31E-07,0.001758056,0.518724026,2.553415178,1.925598275,2.49E-08,0.002502539,0.066666667,abscisic acid,Organic acids,0.19070825
193,0.262339891,2.39E-10,7.00E-10,0.005120094,2.88E-05,1.98E-06,5.41E-08,1.11E-08,1.14E-08,9.74E-07,6.96E-08,1.04E-06,8.29E-09,2.57E-07,8.29E-09,0.007711807,positive,Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,4.04,14,8015544,0.000569173,0.005623291,0.267484565,1.399116158,1.977331951,1.13E-09,0.001745397,0.066666667,abscisic acid,Organic acids,0.19070825
194,0.487854062,2.92E-09,2.88E-09,0.027081866,5.69E-05,0.000579455,6.39E-05,1.22E-06,1.40E-06,0.001341475,9.58E-05,0.001437295,3.84E-06,0.000976691,3.84E-06,0.060073013,positive,Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,8.33,12,6632341,0.000163299,0.002102646,0.247473855,0.875808688,1.872678994,6.17E-09,0.002737155,0.066666667,abscisic acid,Organic acids,0.19070825
313,0.312688546,4.88E-09,9.82E-09,0.043855993,0.000144203,0.000536866,5.04E-06,1.77E-06,1.39E-06,0.000974062,0.000355716,0.001329778,1.61E-06,0.000600692,1.61E-06,0.045354121,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,3.11E-05,0.00328811,0.366392402,2.247728614,2.270981174,4.68E-08,0.006048684,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
314,0.211102672,1.62E-10,6.65E-10,0.005186105,1.20E-05,2.58E-07,6.03E-10,5.95E-10,9.24E-10,1.95E-07,7.13E-08,2.66E-07,1.13E-09,7.84E-08,1.13E-09,0.005066937,undefined,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,2.78,8,5177578,2.23E-05,0.002308658,0.286429607,1.695966091,1.643835616,3.04E-09,0.001456483,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
315,0.546722191,2.29E-09,1.85E-09,0.022554957,3.30E-05,0.000216431,9.93E-05,3.17E-07,1.18E-06,0.001136435,0.000415012,0.001551448,2.69E-06,0.001067873,2.69E-06,0.027110136,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,6.09,3,6972827,0.000238226,0.001464266,0.254229781,1.088478186,1.268776278,1.28E-08,0.003448398,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
316,0.540208323,2.01E-09,1.68E-09,0.020290097,3.86E-05,0.000191878,0.000103841,3.65E-07,1.36E-06,0.001080191,0.000394473,0.001474664,2.47E-06,0.000891095,2.47E-06,0.023457299,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,5.73,3,7193102,0.000300641,0.001904107,0.255834623,1.132663739,1.268776278,1.14E-08,0.00331389,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
317,0.545886079,2.23E-09,1.80E-09,0.022069864,3.72E-05,0.00022421,7.91E-05,3.78E-07,1.41E-06,0.001135101,0.000414525,0.001549626,2.49E-06,0.001044413,2.49E-06,0.024235234,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,5.32,3,6793945,0.000196846,0.00168609,0.257942124,1.187556721,1.268776278,1.25E-08,0.003303929,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
318,0.383529551,2.29E-09,3.63E-09,0.023240807,4.15E-05,0.000316592,5.82E-05,5.66E-07,7.42E-07,0.000861787,0.000314714,0.001176501,1.43E-06,0.000533682,1.43E-06,0.023252261,positive,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,2.43,10,7244804,0.00032562,0.0017874,0.295626127,1.801882877,1.762357889,1.79E-08,0.004668244,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
319,0.555853843,3.38E-09,2.54E-09,0.031640434,0.000229024,0.000280955,2.14E-05,2.03E-06,7.57E-06,0.001369688,0.000500193,0.001869881,2.37E-06,0.001215777,2.37E-06,0.024825829,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,2.9,3,5642219,5.03E-05,0.007238338,0.283840831,1.662426368,1.268776278,1.83E-08,0.003509887,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
322,0.500211678,4.23E-09,3.56E-09,0.036853184,7.86E-05,0.000341742,7.94E-06,7.29E-07,1.66E-06,0.001132851,0.000413703,0.001546554,2.71E-06,0.001169798,2.71E-06,0.051434704,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,6.24,5,4904121,1.73E-05,0.002132716,0.253618415,1.071066953,1.439874503,2.57E-08,0.003717789,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
323,0.265254486,1.09E-10,4.87E-10,0.009880343,2.43E-05,2.10E-07,5.53E-09,5.17E-10,1.92E-09,3.02E-07,1.10E-07,4.12E-07,2.40E-09,1.68E-07,2.40E-09,0.011753207,positive,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,6.09,3,6067264,8.46E-05,0.002462653,0.254229781,1.088478186,1.268776278,1.95E-09,0.001448442,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
324,0.435881867,4.63E-09,4.83E-09,0.038489246,0.000276752,0.000410275,1.03E-05,2.95E-06,4.58E-06,0.001071346,0.000391242,0.001462588,1.93E-06,0.000962085,1.93E-06,0.042114831,undefined,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,3.33,8,5264264,2.98E-05,0.007190364,0.276235383,1.552321204,1.643835616,3.20E-08,0.004792385,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
325,0.382224532,1.44E-09,2.32E-09,0.015795766,6.08E-05,0.000347568,5.47E-06,1.34E-06,1.90E-06,0.000854602,0.00031209,0.001166693,1.45E-06,0.000654488,1.45E-06,0.015935276,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,2.72,9,5236918,2.43E-05,0.003851715,0.287819287,1.713242229,1.704336196,1.15E-08,0.002267555,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
326,0.330839487,4.11E-10,8.31E-10,0.006454761,1.67E-05,7.07E-07,2.28E-10,1.83E-09,3.16E-09,2.16E-07,7.88E-08,2.95E-07,3.59E-09,5.80E-08,3.59E-09,0.006899263,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,3.6,7,4705879,1.08E-05,0.002592987,0.272466395,1.49028861,1.580239892,4.33E-09,0.001513358,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
327,0.386443729,1.65E-09,2.62E-09,0.017851541,5.32E-05,0.000379155,4.99E-06,1.13E-06,1.61E-06,0.000929723,0.000339523,0.001269247,1.52E-06,0.000762039,1.52E-06,0.016531179,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,2.24,9,5093035,1.99E-05,0.002982621,0.301987954,1.865010579,1.704336196,1.30E-08,0.002365672,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
328,0.44381036,1.85E-09,2.29E-09,0.019403486,7.09E-05,0.000368379,2.89E-06,1.35E-06,2.62E-06,0.001096098,0.000400281,0.001496379,1.80E-06,0.00099208,1.80E-06,0.015995963,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,2.25,6,4567713,8.87E-06,0.003652758,0.301622692,1.861580257,1.51268153,1.27E-08,0.002143845,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
329,0.481211243,2.19E-09,2.20E-09,0.021156646,4.25E-05,0.000336624,3.44E-07,6.76E-07,1.54E-06,0.001105791,0.000403821,0.001509612,2.42E-06,0.001162625,2.42E-06,0.025981246,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,5.26,5,3223982,7.71E-07,0.002008287,0.258279697,1.196038209,1.439874503,1.38E-08,0.001859316,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
330,0.394390961,2.79E-10,4.37E-10,0.005530342,1.51E-05,2.41E-07,3.52E-10,6.58E-10,2.45E-09,1.80E-07,6.56E-08,2.45E-07,2.21E-09,7.31E-08,2.21E-09,0.004945271,undefined,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,3.88,3,4829548,1.31E-05,0.002732841,0.269155142,1.430956861,1.268776278,2.82E-09,0.001404193,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
331,0.372131774,3.24E-10,5.53E-10,0.005705547,1.37E-05,1.06E-06,8.13E-09,2.55E-09,7.08E-09,5.54E-07,2.02E-07,7.56E-07,8.44E-09,1.90E-07,8.44E-09,0.006184994,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,4.7,4,6306952,0.000113467,0.002408548,0.261873106,1.281439027,1.359773371,3.26E-09,0.001666609,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
332,0.277837844,1.51E-10,4.46E-10,0.005327511,1.49E-05,3.28E-07,5.31E-09,9.16E-10,2.55E-09,3.45E-07,1.26E-07,4.71E-07,2.70E-09,1.64E-07,2.70E-09,0.005987963,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,5.01,4,6069513,8.51E-05,0.002789973,0.259778595,1.232718085,1.359773371,2.34E-09,0.001504699,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
334,0.425592829,1.33E-09,1.79E-09,0.015191072,4.69E-05,0.000389043,5.14E-07,1.20E-06,2.34E-06,0.001154059,0.000421448,0.001575507,1.86E-06,0.000467075,1.86E-06,0.011492918,undefined,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,1.82,6,4034872,3.58E-06,0.003085924,0.321573906,2.021099712,1.51268153,9.81E-09,0.001791273,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
336,0.358923964,7.63E-10,1.36E-09,0.00952422,1.62E-05,9.96E-06,4.23E-08,1.69E-08,2.62E-08,2.00E-06,7.30E-07,2.73E-06,5.62E-08,3.32E-07,5.62E-08,0.012048418,positive,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,4.36,8,7485871,0.000341132,0.001696574,0.264536854,1.339486862,1.643835616,6.81E-09,0.002324409,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
337,0.380695274,7.79E-10,1.27E-09,0.009725723,1.35E-05,6.77E-06,1.51E-08,9.37E-09,1.61E-08,1.65E-06,6.03E-07,2.25E-06,4.72E-08,2.88E-07,4.72E-08,0.010851144,positive,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,3.83,7,6657122,0.000142938,0.001384077,0.269708105,1.441204817,1.580239892,6.60E-09,0.002093835,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
338,0.302134003,5.79E-10,1.34E-09,0.007764415,2.27E-05,1.55E-06,2.01E-10,4.53E-09,5.19E-09,2.86E-07,1.05E-07,3.91E-07,8.44E-09,5.00E-08,8.44E-09,0.01378328,undefined,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,6.28,12,4684622,1.03E-05,0.002923702,0.253460556,1.066517473,1.872678994,6.20E-09,0.001649133,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
340,0.252953927,1.42E-09,4.18E-09,0.016265111,0.000162651,0.000279494,1.75E-05,2.79E-06,1.98E-06,0.000489884,0.0001789,0.000668784,7.98E-07,0.000193387,7.98E-07,0.018369837,negative,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,1.43,23,7371174,0.000323379,0.01,0.352352262,2.190244495,2.41130031,1.70E-08,0.004153426,0.2675,alpha-ketoglutaric acid ,Organic acids,0.139979306
