isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,5-aminovaleric acid,Amino acids,0.49152629478637255,0.05902724944807872,8.375877447533364e-9,5.0140836976178394e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,5-aminovaleric acid,Amino acids,0.48590865317504883,0.08409915221132062,1.3236445707995955e-8,6.68393875752785e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,5-aminovaleric acid,Amino acids,0.5189394687993836,0.07973554706376912,1.1068794905299272e-8,5.50838473311534e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,5-aminovaleric acid,Amino acids,0.48891346869346436,0.09868556752286438,1.5728440158705855e-8,7.769539685020937e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,5-aminovaleric acid,Amino acids,0.549716277470284,0.12180560929921942,1.9504504529885007e-8,6.6118584066529205e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,5-aminovaleric acid,Amino acids,0.5631475635966539,0.06613132957752259,8.548155162010402e-9,3.3349406792118166e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,5-aminovaleric acid,Amino acids,0.6284709134220683,0.05680137801851194,7.2998162620199924e-9,2.4343845060884056e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,5-aminovaleric acid,Amino acids,0.5904644724323556,0.05991424976459135,7.895890856775335e-9,3.4778489824269127e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,5-aminovaleric acid,Amino acids,0.5892015324308905,0.0554133846458405,7.2251969879748065e-9,3.2031724744421368e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,5-aminovaleric acid,Amino acids,0.6272210077087992,0.056165705255034955,6.874957809244984e-9,3.166376541864049e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,5-aminovaleric acid,Amino acids,0.5529470123602755,0.13986139805742215,2.3377334265935783e-8,7.359608653088973e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,5-aminovaleric acid,Amino acids,0.4624046612645031,0.060015594856964116,8.360234452014598e-9,6.37224400502758e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,5-aminovaleric acid,Amino acids,0.4865102070561128,0.05100178462955758,6.198171111661816e-9,5.421510639159618e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,5-aminovaleric acid,Amino acids,0.5118629795988173,0.06422122494489631,8.213576580223876e-9,5.812432690267629e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,5-aminovaleric acid,Amino acids,0.4251698720893972,0.03692158481264617,4.313980502691392e-9,4.822232391496233e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,5-aminovaleric acid,Amino acids,0.5616143246814111,0.06225884858028133,8.43013973754402e-9,3.2361711761037724e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,5-aminovaleric acid,Amino acids,0.33976794156682244,0.07710267814809434,9.775490849334442e-9,1.5777823730509127e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,5-aminovaleric acid,Amino acids,0.54776869380359,0.1910377765169267,5.4869169846781965e-8,1.2407195058838594e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,5-aminovaleric acid,Amino acids,0.6226930514557817,0.04976141903805006,6.016684656310934e-9,2.7685358513462736e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,5-aminovaleric acid,Amino acids,0.4835781102821705,0.0566195565228828,7.510232786460222e-9,5.261084495600603e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,5-aminovaleric acid,Amino acids,0.6246653776982214,0.04557238735772727,5.504945912332712e-9,2.458140830612651e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,5-aminovaleric acid,Amino acids,0.62632124199241,0.05152201900739422,6.4062293938417445e-9,2.690193176808522e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,5-aminovaleric acid,Amino acids,0.6104962881911993,0.02489285809826433,2.724884927502187e-9,1.4590687617538957e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,5-aminovaleric acid,Amino acids,0.6214747652612812,0.036034848886565385,4.180738555900004e-9,1.7253409710194773e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,5-aminovaleric acid,Amino acids,0.508499146382411,0.3682994136353984,7.001533935993569e-8,2.7081306371356576e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,5-aminovaleric acid,Amino acids,0.41583302636986225,0.06404821568366799,8.512014527323926e-9,8.982972035208997e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,5-aminovaleric acid,Amino acids,0.4263403267625857,0.035578521600918206,4.096475447495875e-9,4.821474939149419e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,abscisic acid,Organic acids,NaN,0.010683088279866332,NaN,3.478386855602324e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,abscisic acid,Organic acids,0.40153404678012716,0.04380072179271889,4.887985647305906e-9,6.682011116718205e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,abscisic acid,Organic acids,0.3040754731771417,0.0051854443375282215,1.6224802936730586e-10,4.303783818653796e-10
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,abscisic acid,Organic acids,0.7101411568915443,0.02244064091203882,2.2924503166034087e-9,9.056098448936459e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,abscisic acid,Organic acids,0.7035281061979314,0.02036268555972292,2.011498592794569e-9,8.36096632364526e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,abscisic acid,Organic acids,0.7096207461970824,0.021943093016829455,2.233187467907139e-9,8.83682869134575e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,abscisic acid,Organic acids,0.49647833349131243,0.023159830080159555,2.290863702230901e-9,2.2845381647091203e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,abscisic acid,Organic acids,0.7195013354291868,0.03177056046607757,3.3836966697299086e-9,1.2537707882507172e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,abscisic acid,Organic acids,NaN,0.009418104717146379,NaN,7.059220225416497e-10
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,abscisic acid,Organic acids,NaN,0.005487464199497716,NaN,2.8990647458084313e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,abscisic acid,Organic acids,0.6435461829556072,0.03664741053385234,4.236087762689208e-9,2.0074030865899105e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,abscisic acid,Organic acids,0.4178924886300454,0.00987979353074571,1.0922845988482509e-10,3.3790520072871246e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,abscisic acid,Organic acids,0.5604354902799633,0.0400036625227249,4.6405486989862025e-9,3.197658351483e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,abscisic acid,Organic acids,0.4990851120475967,0.015772525978573794,1.4380983172337093e-9,1.4386075036415368e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,abscisic acid,Organic acids,0.4524140225035612,0.006462926498739054,4.1052801835780675e-10,4.981293512440547e-10
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,abscisic acid,Organic acids,0.5036010817898752,0.017833724784257668,1.6524691514936116e-9,1.6234429285502886e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,abscisic acid,Organic acids,0.5787694544961567,0.019402603631382243,1.8470335929846813e-9,1.3281746365143783e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,abscisic acid,Organic acids,0.6242803382706228,0.021250625256415787,2.190407934415587e-9,1.2511612947136922e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,abscisic acid,Organic acids,0.5698142479397308,0.005529692041908074,2.790165635250888e-10,2.1956448418456273e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,abscisic acid,Organic acids,0.5229937909353735,0.005705620241812951,3.2416223117059845e-10,3.0139394684757e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,abscisic acid,Organic acids,0.4154892984702109,0.00939831768878006,1.5125917064309066e-10,4.259336972780121e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,abscisic acid,Organic acids,NaN,0.006333196517822839,NaN,2.361925560984323e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,abscisic acid,Organic acids,0.5603523372729533,0.015192002283662489,1.3304569209098837e-9,1.043274666338103e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,abscisic acid,Organic acids,NaN,0.008112516404767922,NaN,7.475730157299144e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,abscisic acid,Organic acids,0.47578768246299274,0.009527850414411166,7.629603247643014e-10,8.406152060562255e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,abscisic acid,Organic acids,0.5057933536731113,0.009728210492251307,7.79445479966792e-10,7.615920659017476e-10
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,abscisic acid,Organic acids,0.4015286215080537,0.00776452012001793,5.78920957931287e-10,8.629969825849547e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,abscisic acid,Organic acids,NaN,0.005967899034967713,NaN,3.0895351698865624e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,abscisic acid,Organic acids,0.3290971208708716,0.01628192599790097,1.4178582519746863e-9,2.887960090213803e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,abscisic acid,Organic acids,0.5670811454055789,0.07366237838021444,9.081430103452576e-9,5.763721675265541e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,abscisic acid,Organic acids,0.7068335375040449,0.027287110803740522,2.878599207136083e-9,1.1465166344060482e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,abscisic acid,Organic acids,0.4212735674115239,0.006581674760317236,4.50132302894229e-10,6.195069878138454e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,abscisic acid,Organic acids,NaN,0.013661260265310702,NaN,4.4139042813019707e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,abscisic acid,Organic acids,NaN,0.008541957892007873,NaN,2.835201174036162e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,abscisic acid,Organic acids,0.6821791844590572,0.010981500405920991,9.374253522666779e-10,4.367384776472947e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,abscisic acid,Organic acids,0.7168975780508975,0.022266890075058682,2.312116473339423e-9,8.642517330057688e-10
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,abscisic acid,Organic acids,0.4919342879737254,0.08868555093769746,1.1872885828653065e-8,8.72033145402932e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,abscisic acid,Organic acids,0.2623398906305451,0.005120093659945786,2.3851803704321155e-10,6.999126089301068e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,abscisic acid,Organic acids,0.48785406198400405,0.027081865983627225,2.915053511166066e-9,2.878481174258498e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,adenine,Nucleotides,NaN,0.01191396213845979,NaN,6.375147854551699e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,adenine,Nucleotides,0.24105995069285902,0.04079396717260354,4.501981258263976e-9,1.2964034696383476e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,adenine,Nucleotides,0.2816650166606284,0.01086295020144238,8.869641372830229e-10,2.2620749143892168e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,adenine,Nucleotides,NaN,0.0053952377642867725,NaN,3.6144003918830816e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,adenine,Nucleotides,NaN,0.014039210760326678,NaN,6.500047873254766e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,adenine,Nucleotides,NaN,0.0026591831318736434,NaN,1.5365289265467804e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,adenine,Nucleotides,0.24385760791338995,0.0095655235183567,7.32100479114321e-10,2.270122710713159e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,adenine,Nucleotides,0.4097418241197346,0.01893302055598244,1.8119408671445996e-9,2.580598844992946e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,adenine,Nucleotides,0.27721470738655873,0.010536053383137355,8.431774398648697e-10,2.1984375315821964e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,adenine,Nucleotides,0.2869606880986103,0.007118078596015478,4.850083434605737e-10,1.2052382430040018e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,adenine,Nucleotides,NaN,0.011335425610465166,NaN,8.218564217662455e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,adenine,Nucleotides,NaN,0.002044512041527026,NaN,1.1327252434789832e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,adenine,Nucleotides,0.2690174068419613,0.009093768945220432,7.014267756531699e-10,1.905957385433471e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,adenine,Nucleotides,0.2630251746638405,0.009919748393916645,7.803609363131836e-10,2.1865302716183727e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,adenine,Nucleotides,0.30911919718770153,0.012832369510874585,1.122137312504553e-9,2.507862086542002e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,adenine,Nucleotides,0.2964980696977262,0.017841029396713514,1.6511995876373115e-9,3.908789136349227e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,adenine,Nucleotides,0.2957349063387248,0.009868736254989997,7.591290967952501e-10,1.8078021884809175e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,adenine,Nucleotides,NaN,0.00033020399981925744,NaN,1.6287760212084284e-11
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,adenine,Nucleotides,0.2814027386485851,0.0052583383762896795,2.7907565839552447e-10,7.134943297641948e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,adenine,Nucleotides,NaN,0.014592807793940094,NaN,8.820273940070774e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,adenine,Nucleotides,NaN,0.011314720360007791,NaN,6.60911282398175e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,adenine,Nucleotides,NaN,0.015483078558894116,NaN,6.961580983061894e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,adenine,Nucleotides,0.3325743088216874,0.017615304398989104,1.6094532856027652e-9,3.2132332793871636e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,adenine,Nucleotides,NaN,0.008117522315284,NaN,1.037668235436822e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,adenine,Nucleotides,0.26314630997810085,0.008644700040761111,6.645802431932363e-10,1.8609838808258404e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,adenine,Nucleotides,0.30294263330309457,0.011882306820501795,1.0194456297960909e-9,2.34561673354e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,adenine,Nucleotides,0.13045300346705038,0.004378400730589651,1.47978373052127e-10,1.032405269804945e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,adenine,Nucleotides,0.2960004832647366,0.007299613174738337,5.185333714959734e-10,1.2333642816315166e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,adenine,Nucleotides,0.0915454394295201,0.005478418485174106,2.011909638707759e-10,2.01305074358323e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,adenine,Nucleotides,0.34029111320018535,0.06755776430399552,7.764638260133768e-9,1.3493525929471594e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,adenine,Nucleotides,NaN,0.0022926315526042456,NaN,1.9911634439102287e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,adenine,Nucleotides,NaN,0.003156037003945161,NaN,3.3287814476538335e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,adenine,Nucleotides,NaN,0.013661766958664749,NaN,6.517323185916112e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,adenine,Nucleotides,NaN,0.002598727802028578,NaN,1.7509308679708525e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,adenine,Nucleotides,0.30502827212191436,0.0056534183967689965,3.2921524479690735e-10,7.539344938827614e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,adenine,Nucleotides,NaN,0.0016866067947379942,NaN,5.0424158854124775e-11
